,Index,Report,Size
4793,4911,URINE MICROBIOLOGY,401
4794,4912,MULTI-RESISTANT ORGANISM SCREEN,267
4795,4913,MULTI-RESISTANT ORGANISM SCREEN,276
4796,4914,MULTI-RESISTANT ORGANISM SCREEN,277
4797,4915,MULTI-RESISTANT ORGANISM SCREEN,276
4798,4916,URINE MICROBIOLOGY,401
4799,4917,MULTI-RESISTANT ORGANISM SCREEN,275
4800,4918,MULTI-RESISTANT ORGANISM SCREEN,275
4801,4919,FAECES MICROBIOLOGY,438
4802,4920,MULTI-RESISTANT ORGANISM SCREEN,269
4803,4921,BLOOD CULTURE MICROBIOLOGY,258
4804,4923,MULTI-RESISTANT ORGANISM SCREEN,267
4805,4924,URINE MICROBIOLOGY,572
4806,4925,RESPIRATORY MICROBIOLOGY,1636
4807,4926,URINE MICROBIOLOGY,414
4808,4927,RESPIRATORY MICROBIOLOGY,488
4809,4928,BLOOD CULTURE MICROBIOLOGY,281
4810,4929,URINE MICROBIOLOGY,401
4811,4930,MULTI-RESISTANT ORGANISM SCREEN,273
4812,4931,BLOOD CULTURE MICROBIOLOGY,234
4813,4932,MULTI-RESISTANT ORGANISM SCREEN,262
4814,4933,URINE MICROBIOLOGY,421
4815,4934,MULTI-RESISTANT ORGANISM SCREEN,273
4816,4935,MULTI-RESISTANT ORGANISM SCREEN,275
4817,4936,MULTI-RESISTANT ORGANISM SCREEN,274
4818,4937,MULTI-RESISTANT ORGANISM SCREEN,268
4819,4938,BLOOD CULTURE MICROBIOLOGY,236
4820,4939,BLOOD CULTURE MICROBIOLOGY,233
4821,4940,MULTI-RESISTANT ORGANISM SCREEN,276
4822,4941,MULTI-RESISTANT ORGANISM SCREEN,267
4823,4942,MULTI-RESISTANT ORGANISM SCREEN,268
4824,4943,URINE MICROBIOLOGY,1101
4825,4944,RESPIRATORY MICROBIOLOGY,1037
4826,4945,MULTI-RESISTANT ORGANISM SCREEN,267
4827,4946,MULTI-RESISTANT ORGANISM SCREEN,276
4828,4947,BLOOD CULTURE MICROBIOLOGY,236
4829,4948,MULTI-RESISTANT ORGANISM SCREEN,263
4830,4949,MICROBIOLOGY,507
4831,4950,MULTI-RESISTANT ORGANISM SCREEN,275
4832,4952,BLOOD CULTURE MICROBIOLOGY,237
4833,4953,MULTI-RESISTANT ORGANISM SCREEN,277
4834,4954,URINE MICROBIOLOGY,421
4835,4955,BLOOD CULTURE MICROBIOLOGY,295
4836,4956,MULTI-RESISTANT ORGANISM SCREEN,276
4837,4957,BLOOD CULTURE MICROBIOLOGY,236
4838,4958,BLOOD CULTURE MICROBIOLOGY,237
4839,4959,BLOOD CULTURE MICROBIOLOGY,597
4840,4960,URINE MICROBIOLOGY,413
4841,4961,BLOOD CULTURE MICROBIOLOGY,573
4842,4962,MULTI-RESISTANT ORGANISM SCREEN,276
4843,4963,CATHETER TIP MICROBIOLOGY,281
4844,4964,BLOOD CULTURE MICROBIOLOGY,573
4845,4965,MULTI-RESISTANT ORGANISM SCREEN,276
4846,4966,URINE MICROBIOLOGY,467
4847,4967,MULTI-RESISTANT ORGANISM SCREEN,254
4848,4968,URINE MICROBIOLOGY,781
4849,4969,MULTI-RESISTANT ORGANISM SCREEN,277
4850,4970,RESPIRATORY MICROBIOLOGY,425
4851,4971,URINE MICROBIOLOGY,456
4852,4972,CATHETER TIP MICROBIOLOGY,267
4853,4973,BLOOD CULTURE MICROBIOLOGY,596
4854,4974,MULTI-RESISTANT ORGANISM SCREEN,272
4855,4975,MULTI-RESISTANT ORGANISM SCREEN,270
4856,4976,URINE MICROBIOLOGY,739
4857,4977,MULTI-RESISTANT ORGANISM SCREEN,273
4858,4978,MULTI-RESISTANT ORGANISM SCREEN,269
4859,4980,MULTI-RESISTANT ORGANISM SCREEN,276
4860,4981,MULTI-RESISTANT ORGANISM SCREEN,246
4861,4982,URINE MICROBIOLOGY,401
4862,4983,MULTI-RESISTANT ORGANISM SCREEN,275
4863,4984,BLOOD CULTURE MICROBIOLOGY,237
4864,4985,MULTI-RESISTANT ORGANISM SCREEN,268
4865,4986,MULTI-RESISTANT ORGANISM SCREEN,267
4866,4987,MULTI-RESISTANT ORGANISM SCREEN,267
4867,4988,URINE MICROBIOLOGY,879
4868,4989,MICROBIOLOGY,707
4869,4990,MULTI-RESISTANT ORGANISM SCREEN,246
4870,4991,MICROBIOLOGY,749
4871,4992,MULTI-RESISTANT ORGANISM SCREEN,276
4872,4993,MULTI-RESISTANT ORGANISM SCREEN,254
4873,4994,MULTI-RESISTANT ORGANISM SCREEN,268
4874,4995,MICROBIOLOGY,452
4875,4996,URINE MICROBIOLOGY,412
4876,4997,MICROBIOLOGY,507
4877,4998,MULTI-RESISTANT ORGANISM SCREEN,254
4878,4999,MICROBIOLOGY,669
4879,5000,MULTI-RESISTANT ORGANISM SCREEN,275
4880,5001,MULTI-RESISTANT ORGANISM SCREEN,268
4881,5002,MULTI-RESISTANT ORGANISM SCREEN,274
4882,5003,BLOOD CULTURE MICROBIOLOGY,232
4883,5004,URINE MICROBIOLOGY,400
4884,5005,MULTI-RESISTANT ORGANISM SCREEN,269
4885,5006,URINE MICROBIOLOGY,421
4886,5007,MULTI-RESISTANT ORGANISM SCREEN,268
4887,5008,BLOOD CULTURE MICROBIOLOGY,228
4888,5009,MULTI-RESISTANT ORGANISM SCREEN,267
4889,5010,MULTI-RESISTANT ORGANISM SCREEN,274
4890,5011,MULTI-RESISTANT ORGANISM SCREEN,267
4891,5012,MULTI-RESISTANT ORGANISM SCREEN,273
4892,5013,MULTI-RESISTANT ORGANISM SCREEN,268
4893,5014,URINE MICROBIOLOGY,401
4894,5015,MICROBIOLOGY,475
4895,5017,MICROBIOLOGY,695
4896,5018,MULTI-RESISTANT ORGANISM SCREEN,273
4897,5019,RESPIRATORY MICROBIOLOGY,589
4898,5020,MICROBIOLOGY,482
4899,5021,MULTI-RESISTANT ORGANISM SCREEN,275
4900,5022,MULTI-RESISTANT ORGANISM SCREEN,267
4901,5023,MICROBIOLOGY,696
4902,5024,MICROBIOLOGY,687
4903,5025,BLOOD CULTURE MICROBIOLOGY,237
4904,5026,BLOOD CULTURE MICROBIOLOGY,252
4905,5027,RESPIRATORY MICROBIOLOGY,950
4906,5028,MULTI-RESISTANT ORGANISM SCREEN,275
4907,5029,CEREBROSPINAL FLUID MICROBIOLOGY,648
4908,5030,MULTI-RESISTANT ORGANISM SCREEN,269
4909,5031,MULTI-RESISTANT ORGANISM SCREEN,276
4910,5032,MULTI-RESISTANT ORGANISM SCREEN,276
4911,5033,MULTI-RESISTANT ORGANISM SCREEN,277
4912,5034,MULTI-RESISTANT ORGANISM SCREEN,273
4913,5035,MULTI-RESISTANT ORGANISM SCREEN,247
4914,5036,MULTI-RESISTANT ORGANISM SCREEN,272
4915,5037,MULTI-RESISTANT ORGANISM SCREEN,268
4916,5038,MULTI-RESISTANT ORGANISM SCREEN,275
4917,5039,MICROBIOLOGY,537
4918,5040,MULTI-RESISTANT ORGANISM SCREEN,268
4919,5041,MULTI-RESISTANT ORGANISM SCREEN,276
4920,5042,MULTI-RESISTANT ORGANISM SCREEN,276
4921,5043,MULTI-RESISTANT ORGANISM SCREEN,269
4922,5044,MULTI-RESISTANT ORGANISM SCREEN,275
4923,5045,MULTI-RESISTANT ORGANISM SCREEN,275
4924,5046,MULTI-RESISTANT ORGANISM SCREEN,276
4925,5047,BLOOD CULTURE MICROBIOLOGY,594
4926,5048,MULTI-RESISTANT ORGANISM SCREEN,275
4927,5049,MULTI-RESISTANT ORGANISM SCREEN,268
4928,5050,MULTI-RESISTANT ORGANISM SCREEN,267
4929,5051,RESPIRATORY MICROBIOLOGY,877
4930,5052,MULTI-RESISTANT ORGANISM SCREEN,276
4931,5053,MULTI-RESISTANT ORGANISM SCREEN,268
4932,5054,MULTI-RESISTANT ORGANISM SCREEN,276
4933,5055,MULTI-RESISTANT ORGANISM SCREEN,254
4934,5056,MULTI-RESISTANT ORGANISM SCREEN,269
4935,5057,CATHETER TIP MICROBIOLOGY,705
4936,5058,MULTI-RESISTANT ORGANISM SCREEN,268
4937,5059,MULTI-RESISTANT ORGANISM SCREEN,275
4938,5060,RESPIRATORY MICROBIOLOGY,1237
4939,5061,MULTI-RESISTANT ORGANISM SCREEN,276
4940,5062,CEREBROSPINAL FLUID MICROBIOLOGY,811
4941,5063,MULTI-RESISTANT ORGANISM SCREEN,275
4942,5064,MICROBIOLOGY,649
4943,5065,GENITAL MICROBIOLOGY,1319
4944,5066,MULTI-RESISTANT ORGANISM SCREEN,275
4945,5067,MULTI-RESISTANT ORGANISM SCREEN,275
4946,5068,RESPIRATORY MICROBIOLOGY,420
4947,5069,MULTI-RESISTANT ORGANISM SCREEN,276
4948,5070,MULTI-RESISTANT ORGANISM SCREEN,276
4949,5071,URINE MICROBIOLOGY,412
4950,5072,BLOOD CULTURE MICROBIOLOGY,236
4951,5073,BLOOD CULTURE MICROBIOLOGY,593
4952,5074,MULTI-RESISTANT ORGANISM SCREEN,254
4953,5076,CEREBROSPINAL FLUID MICROBIOLOGY,734
4954,5077,MICROBIOLOGY,701
4955,5078,BLOOD CULTURE MICROBIOLOGY,617
4956,5079,CEREBROSPINAL FLUID MICROBIOLOGY,781
4957,5080,BLOOD CULTURE MICROBIOLOGY,617
4958,5081,RESPIRATORY MICROBIOLOGY,441
4959,5082,MULTI-RESISTANT ORGANISM SCREEN,276
4960,5083,MULTI-RESISTANT ORGANISM SCREEN,273
4961,5084,URINE MICROBIOLOGY,401
4962,5085,MULTI-RESISTANT ORGANISM SCREEN,274
4963,5086,MULTI-RESISTANT ORGANISM SCREEN,275
4964,5087,CATHETER TIP MICROBIOLOGY,590
4965,5088,BLOOD CULTURE MICROBIOLOGY,585
4966,5089,CATHETER TIP MICROBIOLOGY,267
4967,5090,MULTI-RESISTANT ORGANISM SCREEN,277
4968,5091,MULTI-RESISTANT ORGANISM SCREEN,266
4969,5092,BLOOD CULTURE MICROBIOLOGY,595
4970,5093,MULTI-RESISTANT ORGANISM SCREEN,275
4971,5094,MULTI-RESISTANT ORGANISM SCREEN,267
4972,5095,MULTI-RESISTANT ORGANISM SCREEN,275
4973,5096,MICROBIOLOGY,444
4974,5097,MULTI-RESISTANT ORGANISM SCREEN,276
4975,5098,RESPIRATORY MICROBIOLOGY,1126
4976,5099,MICROBIOLOGY,1035
4977,5100,URINE MICROBIOLOGY,401
4978,5101,MULTI-RESISTANT ORGANISM SCREEN,254
4979,5102,MICROBIOLOGY,457
4980,5103,MICROBIOLOGY,1076
4981,5104,BLOOD CULTURE MICROBIOLOGY,236
4982,5105,RESPIRATORY MICROBIOLOGY,1139
4983,5106,MULTI-RESISTANT ORGANISM SCREEN,275
4984,5107,RESPIRATORY MICROBIOLOGY,408
4985,5108,URINE MICROBIOLOGY,1122
4986,5109,BODY FLUID EXAMINATION,679
4987,5110,MULTI-RESISTANT ORGANISM SCREEN,276
4988,5111,CEREBROSPINAL FLUID MICROBIOLOGY,1283
4989,5112,MULTI-RESISTANT ORGANISM SCREEN,276
4990,5113,BLOOD CULTURE MICROBIOLOGY,264
4991,5114,MULTI-RESISTANT ORGANISM SCREEN,275
4992,5115,BLOOD CULTURE MICROBIOLOGY,263
4993,5116,MULTI-RESISTANT ORGANISM SCREEN,275
4994,5117,CATHETER TIP MICROBIOLOGY,243
4995,5118,URINE MICROBIOLOGY,481
4996,5119,MULTI-RESISTANT ORGANISM SCREEN,276
4997,5120,MULTI-RESISTANT ORGANISM SCREEN,276
4998,5121,BLOOD CULTURE MICROBIOLOGY,236
4999,5122,MULTI-RESISTANT ORGANISM SCREEN,275
5000,5123,MULTI-RESISTANT ORGANISM SCREEN,274
5001,5124,MULTI-RESISTANT ORGANISM SCREEN,268
5002,5125,BLOOD CULTURE MICROBIOLOGY,229
5003,5126,MULTI-RESISTANT ORGANISM SCREEN,267
5004,5127,MULTI-RESISTANT ORGANISM SCREEN,268
5005,5128,MULTI-RESISTANT ORGANISM SCREEN,275
5006,5129,MULTI-RESISTANT ORGANISM SCREEN,267
5007,5130,MULTI-RESISTANT ORGANISM SCREEN,252
5008,5131,URINE MICROBIOLOGY,401
5009,5132,MULTI-RESISTANT ORGANISM SCREEN,276
5010,5133,MULTI-RESISTANT ORGANISM SCREEN,273
5011,5134,CATHETER TIP MICROBIOLOGY,244
5012,5135,MULTI-RESISTANT ORGANISM SCREEN,275
5013,5136,MICROBIOLOGY,494
5014,5137,URINE MICROBIOLOGY,576
5015,5138,MULTI-RESISTANT ORGANISM SCREEN,254
5016,5139,BLOOD CULTURE MICROBIOLOGY,281
5017,5140,BLOOD CULTURE MICROBIOLOGY,236
5018,5141,MULTI-RESISTANT ORGANISM SCREEN,276
5019,5142,MICROBIOLOGY,466
5020,5143,MULTI-RESISTANT ORGANISM SCREEN,276
5021,5145,MULTI-RESISTANT ORGANISM SCREEN,275
5022,5146,MULTI-RESISTANT ORGANISM SCREEN,275
5023,5147,URINE MICROBIOLOGY,456
5024,5148,MULTI-RESISTANT ORGANISM SCREEN,271
5025,5149,BLOOD CULTURE MICROBIOLOGY,236
5026,5150,MULTI-RESISTANT ORGANISM SCREEN,270
5027,5151,BLOOD CULTURE MICROBIOLOGY,236
5028,5152,MICROBIOLOGY,1172
5029,5153,URINE MICROBIOLOGY,457
5030,5154,MULTI-RESISTANT ORGANISM SCREEN,276
5031,5155,RESPIRATORY MICROBIOLOGY,1183
5032,5156,MULTI-RESISTANT ORGANISM SCREEN,273
5033,5157,MULTI-RESISTANT ORGANISM SCREEN,276
5034,5158,FAECES MICROBIOLOGY,496
5035,5159,MULTI-RESISTANT ORGANISM SCREEN,252
5036,5160,MULTI-RESISTANT ORGANISM SCREEN,275
5037,5161,BLOOD CULTURE MICROBIOLOGY,595
5038,5162,BLOOD CULTURE MICROBIOLOGY,427
5039,5163,MICROBIOLOGY,475
5040,5164,MULTI-RESISTANT ORGANISM SCREEN,275
5041,5165,MULTI-RESISTANT ORGANISM SCREEN,276
5042,5166,URINE MICROBIOLOGY,1043
5043,5167,MULTI-RESISTANT ORGANISM SCREEN,273
5044,5168,MULTI-RESISTANT ORGANISM SCREEN,275
5045,5169,C difficile screening,258
5046,5170,MULTI-RESISTANT ORGANISM SCREEN,276
5047,5171,MULTI-RESISTANT ORGANISM SCREEN,267
5048,5172,URINE MICROBIOLOGY,467
5049,5173,MULTI-RESISTANT ORGANISM SCREEN,275
5050,5174,MULTI-RESISTANT ORGANISM SCREEN,268
5051,5175,RESPIRATORY MICROBIOLOGY,515
5052,5176,MULTI-RESISTANT ORGANISM SCREEN,276
5053,5177,MULTI-RESISTANT ORGANISM SCREEN,276
5054,5178,MULTI-RESISTANT ORGANISM SCREEN,275
5055,5179,MULTI-RESISTANT ORGANISM SCREEN,275
5056,5180,URINE MICROBIOLOGY,401
5057,5181,URINE MICROBIOLOGY,401
5058,5182,MULTI-RESISTANT ORGANISM SCREEN,275
5059,5183,RESPIRATORY MICROBIOLOGY,417
5060,5184,MULTI-RESISTANT ORGANISM SCREEN,276
5061,5185,BLOOD CULTURE MICROBIOLOGY,294
5062,5186,FAECES MICROBIOLOGY,498
5063,5187,MULTI-RESISTANT ORGANISM SCREEN,276
5064,5188,MULTI-RESISTANT ORGANISM SCREEN,275
5065,5189,RESPIRATORY MICROBIOLOGY,436
5066,5190,MULTI-RESISTANT ORGANISM SCREEN,275
5067,5191,BLOOD CULTURE MICROBIOLOGY,232
5068,5192,URINE MICROBIOLOGY,456
5069,5193,MICROBIOLOGY,1259
5070,5194,MULTI-RESISTANT ORGANISM SCREEN,276
5071,5195,BLOOD CULTURE MICROBIOLOGY,236
5072,5196,BLOOD CULTURE MICROBIOLOGY,228
5073,5197,BLOOD CULTURE MICROBIOLOGY,236
5074,5198,MULTI-RESISTANT ORGANISM SCREEN,276
5075,5199,MULTI-RESISTANT ORGANISM SCREEN,268
5076,5200,RESPIRATORY MICROBIOLOGY,441
5077,5201,MULTI-RESISTANT ORGANISM SCREEN,275
5078,5202,MULTI-RESISTANT ORGANISM SCREEN,267
5079,5203,MULTI-RESISTANT ORGANISM SCREEN,274
5080,5204,URINE MICROBIOLOGY,401
5081,5206,MULTI-RESISTANT ORGANISM SCREEN,274
5082,5207,MICROBIOLOGY,444
5083,5208,RESPIRATORY MICROBIOLOGY,411
5084,5209,MULTI-RESISTANT ORGANISM SCREEN,252
5085,5210,URINE MICROBIOLOGY,401
5086,5211,MULTI-RESISTANT ORGANISM SCREEN,276
5087,5212,BLOOD CULTURE MICROBIOLOGY,236
5088,5213,MULTI-RESISTANT ORGANISM SCREEN,277
5089,5214,MULTI-RESISTANT ORGANISM SCREEN,272
5090,5215,MULTI-RESISTANT ORGANISM SCREEN,275
5091,5216,RESPIRATORY MICROBIOLOGY,408
5092,5217,BLOOD CULTURE MICROBIOLOGY,260
5093,5218,BODY FLUID EXAMINATION,679
5094,5219,MULTI-RESISTANT ORGANISM SCREEN,273
5095,5220,BLOOD CULTURE MICROBIOLOGY,264
5096,5221,MULTI-RESISTANT ORGANISM SCREEN,276
5097,5222,BLOOD CULTURE MICROBIOLOGY,236
5098,5223,URINE MICROBIOLOGY,421
5099,5224,URINE MICROBIOLOGY,456
5100,5225,MULTI-RESISTANT ORGANISM SCREEN,275
5101,5226,MULTI-RESISTANT ORGANISM SCREEN,272
5102,5227,MULTI-RESISTANT ORGANISM SCREEN,267
5103,5228,MULTI-RESISTANT ORGANISM SCREEN,275
5104,5229,MULTI-RESISTANT ORGANISM SCREEN,273
5105,5230,URINE MICROBIOLOGY,481
5106,5231,MULTI-RESISTANT ORGANISM SCREEN,266
5107,5232,MULTI-RESISTANT ORGANISM SCREEN,276
5108,5233,MULTI-RESISTANT ORGANISM SCREEN,273
5109,5234,MICROBIOLOGY,783
5110,5235,BLOOD CULTURE MICROBIOLOGY,281
5111,5236,BLOOD CULTURE MICROBIOLOGY,236
5112,5238,BODY FLUID EXAMINATION,218
5113,5239,BLOOD CULTURE MICROBIOLOGY,236
5114,5240,URINE MICROBIOLOGY,554
5115,5241,URINE MICROBIOLOGY,455
5116,5242,URINE MICROBIOLOGY,456
5117,5243,MICROBIOLOGY,386
5118,5244,BLOOD CULTURE MICROBIOLOGY,223
5119,5245,RESPIRATORY MICROBIOLOGY,622
5120,5246,MICROBIOLOGY,542
5121,5247,MULTI-RESISTANT ORGANISM SCREEN,276
5122,5248,URINE MICROBIOLOGY,554
5123,5249,MICROBIOLOGY,701
5124,5250,URINE MICROBIOLOGY,401
5125,5251,MULTI-RESISTANT ORGANISM SCREEN,254
5126,5252,URINE MICROBIOLOGY,245
5127,5253,MULTI-RESISTANT ORGANISM SCREEN,254
5128,5254,MULTI-RESISTANT ORGANISM SCREEN,275
5129,5255,MICROBIOLOGY,1217
5130,5256,BLOOD CULTURE MICROBIOLOGY,236
5131,5257,MICROBIOLOGY,575
5132,5258,MULTI-RESISTANT ORGANISM SCREEN,276
5133,5259,BLOOD CULTURE MICROBIOLOGY,236
5134,5260,MICROBIOLOGY,448
5135,5261,BLOOD CULTURE MICROBIOLOGY,294
5136,5262,MICROBIOLOGY,637
5137,5263,CATHETER TIP MICROBIOLOGY,267
5138,5264,MICROBIOLOGY,1424
5139,5265,URINE MICROBIOLOGY,401
5140,5266,MULTI-RESISTANT ORGANISM SCREEN,276
5141,5267,MULTI-RESISTANT ORGANISM SCREEN,275
5142,5268,BLOOD CULTURE MICROBIOLOGY,236
5143,5269,MULTI-RESISTANT ORGANISM SCREEN,255
5144,5270,MULTI-RESISTANT ORGANISM SCREEN,275
5145,5271,MULTI-RESISTANT ORGANISM SCREEN,276
5146,5272,MULTI-RESISTANT ORGANISM SCREEN,277
5147,5273,MULTI-RESISTANT ORGANISM SCREEN,276
5148,5274,RESPIRATORY MICROBIOLOGY,487
5149,5275,MULTI-RESISTANT ORGANISM SCREEN,273
5150,5276,BLOOD CULTURE MICROBIOLOGY,236
5151,5277,MICROBIOLOGY,699
5152,5278,MULTI-RESISTANT ORGANISM SCREEN,274
5153,5279,URINE MICROBIOLOGY,959
5154,5281,MULTI-RESISTANT ORGANISM SCREEN,275
5155,5282,MICROBIOLOGY,659
5156,5283,MULTI-RESISTANT ORGANISM SCREEN,273
5157,5284,URINE MICROBIOLOGY,455
5158,5285,MULTI-RESISTANT ORGANISM SCREEN,276
5159,5286,URINE MICROBIOLOGY,412
5160,5287,MULTI-RESISTANT ORGANISM SCREEN,275
5161,5288,BLOOD CULTURE MICROBIOLOGY,263
5162,5289,MULTI-RESISTANT ORGANISM SCREEN,273
5163,5290,MULTI-RESISTANT ORGANISM SCREEN,275
5164,5291,URINE MICROBIOLOGY,421
5165,5292,MULTI-RESISTANT ORGANISM SCREEN,276
5166,5293,MULTI-RESISTANT ORGANISM SCREEN,254
5167,5294,CATHETER TIP MICROBIOLOGY,247
5168,5295,MULTI-RESISTANT ORGANISM SCREEN,276
5169,5296,CATHETER TIP MICROBIOLOGY,270
5170,5297,BLOOD CULTURE MICROBIOLOGY,251
5171,5298,MULTI-RESISTANT ORGANISM SCREEN,275
5172,5299,BLOOD CULTURE MICROBIOLOGY,236
5173,5300,BLOOD CULTURE MICROBIOLOGY,230
5174,5301,MULTI-RESISTANT ORGANISM SCREEN,268
5175,5302,URINE MICROBIOLOGY,468
5176,5303,MISCELLANEOUS MICROBIOLOGY,325
5177,5304,MULTI-RESISTANT ORGANISM SCREEN,267
5178,5305,MULTI-RESISTANT ORGANISM SCREEN,275
5179,5306,URINE MICROBIOLOGY,401
5180,5307,BLOOD CULTURE MICROBIOLOGY,290
5181,5308,MULTI-RESISTANT ORGANISM SCREEN,276
5182,5309,MULTI-RESISTANT ORGANISM SCREEN,275
5183,5310,MULTI-RESISTANT ORGANISM SCREEN,270
5184,5311,BLOOD CULTURE MICROBIOLOGY,232
5185,5312,MULTI-RESISTANT ORGANISM SCREEN,269
5186,5313,MICROBIOLOGY,380
5187,5314,MULTI-RESISTANT ORGANISM SCREEN,236
5188,5315,MULTI-RESISTANT ORGANISM SCREEN,332
5189,5316,MULTI-RESISTANT ORGANISM SCREEN,243
5190,5317,MULTI-RESISTANT ORGANISM SCREEN,333
5191,5318,URINE MICROBIOLOGY,401
5192,5319,MULTI-RESISTANT ORGANISM SCREEN,276
5193,5320,CEREBROSPINAL FLUID MICROBIOLOGY,660
5194,5321,MULTI-RESISTANT ORGANISM SCREEN,276
5195,5322,URINE MICROBIOLOGY,401
5196,5323,RESPIRATORY MICROBIOLOGY,478
5197,5324,MULTI-RESISTANT ORGANISM SCREEN,275
5198,5325,MULTI-RESISTANT ORGANISM SCREEN,275
5199,5326,MULTI-RESISTANT ORGANISM SCREEN,277
5200,5327,MULTI-RESISTANT ORGANISM SCREEN,276
5201,5328,URINE MICROBIOLOGY,421
5202,5329,URINE MICROBIOLOGY,1050
5203,5330,MICROBIOLOGY,509
5204,5331,MULTI-RESISTANT ORGANISM SCREEN,249
5205,5332,MULTI-RESISTANT ORGANISM SCREEN,276
5206,5333,URINE MICROBIOLOGY,1186
5207,5334,MULTI-RESISTANT ORGANISM SCREEN,254
5208,5335,MULTI-RESISTANT ORGANISM SCREEN,276
5209,5336,URINE MICROBIOLOGY,623
5210,5337,MULTI-RESISTANT ORGANISM SCREEN,268
5211,5338,BLOOD CULTURE MICROBIOLOGY,260
5212,5339,BLOOD CULTURE MICROBIOLOGY,232
5213,5340,URINE MICROBIOLOGY,401
5214,5341,MULTI-RESISTANT ORGANISM SCREEN,276
5215,5342,MULTI-RESISTANT ORGANISM SCREEN,267
5216,5343,MULTI-RESISTANT ORGANISM SCREEN,275
5217,5344,MULTI-RESISTANT ORGANISM SCREEN,275
5218,5345,MULTI-RESISTANT ORGANISM SCREEN,268
5219,5346,MULTI-RESISTANT ORGANISM SCREEN,267
5220,5347,MULTI-RESISTANT ORGANISM SCREEN,276
5221,5348,RESPIRATORY MICROBIOLOGY,958
5222,5349,CEREBROSPINAL FLUID MICROBIOLOGY,676
5223,5350,URINE MICROBIOLOGY,502
5224,5351,URINE MICROBIOLOGY,401
5225,5352,BLOOD CULTURE MICROBIOLOGY,237
5226,5353,URINE MICROBIOLOGY,401
5227,5354,MULTI-RESISTANT ORGANISM SCREEN,275
5228,5355,MICROBIOLOGY,513
5229,5356,MULTI-RESISTANT ORGANISM SCREEN,276
5230,5357,BLOOD CULTURE MICROBIOLOGY,232
5231,5358,URINE MICROBIOLOGY,1267
5232,5359,MULTI-RESISTANT ORGANISM SCREEN,276
5233,5360,URINE MICROBIOLOGY,401
5234,5361,GENITAL MICROBIOLOGY,1218
5235,5362,MULTI-RESISTANT ORGANISM SCREEN,277
5236,5363,RESPIRATORY MICROBIOLOGY,450
5237,5364,BLOOD CULTURE MICROBIOLOGY,230
5238,5365,URINE MICROBIOLOGY,1077
5239,5366,RESPIRATORY MICROBIOLOGY,382
5240,5367,BLOOD CULTURE MICROBIOLOGY,236
5241,5368,MULTI-RESISTANT ORGANISM SCREEN,275
5242,5369,MICROBIOLOGY,455
5243,5370,BLOOD CULTURE MICROBIOLOGY,236
5244,5371,MULTI-RESISTANT ORGANISM SCREEN,275
5245,5372,MULTI-RESISTANT ORGANISM SCREEN,276
5246,5373,RESPIRATORY MICROBIOLOGY,578
5247,5374,MICROBIOLOGY,666
5248,5375,MULTI-RESISTANT ORGANISM SCREEN,276
5249,5376,RESPIRATORY MICROBIOLOGY,456
5250,5377,MICROBIOLOGY,998
5251,5378,MULTI-RESISTANT ORGANISM SCREEN,268
5252,5379,BLOOD CULTURE MICROBIOLOGY,260
5253,5380,MULTI-RESISTANT ORGANISM SCREEN,267
5254,5382,RESPIRATORY MICROBIOLOGY,1251
5255,5383,BLOOD CULTURE MICROBIOLOGY,254
5256,5384,MICROBIOLOGY,562
5257,5385,BLOOD CULTURE MICROBIOLOGY,668
5258,5386,MULTI-RESISTANT ORGANISM SCREEN,268
5259,5387,BLOOD CULTURE MICROBIOLOGY,229
5260,5388,CATHETER TIP MICROBIOLOGY,274
5261,5389,MULTI-RESISTANT ORGANISM SCREEN,276
5262,5390,MULTI-RESISTANT ORGANISM SCREEN,254
5263,5391,MULTI-RESISTANT ORGANISM SCREEN,275
5264,5392,MICROBIOLOGY,690
5265,5393,URINE MICROBIOLOGY,1140
5266,5394,MULTI-RESISTANT ORGANISM SCREEN,276
5267,5395,MULTI-RESISTANT ORGANISM SCREEN,275
5268,5396,MULTI-RESISTANT ORGANISM SCREEN,254
5269,5397,MULTI-RESISTANT ORGANISM SCREEN,254
5270,5398,MULTI-RESISTANT ORGANISM SCREEN,275
5271,5399,MULTI-RESISTANT ORGANISM SCREEN,276
5272,5401,MULTI-RESISTANT ORGANISM SCREEN,276
5273,5402,URINE MICROBIOLOGY,972
5274,5403,BLOOD CULTURE MICROBIOLOGY,232
5275,5404,MULTI-RESISTANT ORGANISM SCREEN,267
5276,5405,URINE MICROBIOLOGY,961
5277,5406,URINE MICROBIOLOGY,401
5278,5407,URINE MICROBIOLOGY,528
5279,5408,MULTI-RESISTANT ORGANISM SCREEN,268
5280,5409,MULTI-RESISTANT ORGANISM SCREEN,272
5281,5410,MULTI-RESISTANT ORGANISM SCREEN,275
5282,5411,MULTI-RESISTANT ORGANISM SCREEN,271
5283,5412,MULTI-RESISTANT ORGANISM SCREEN,267
5284,5413,RESPIRATORY MICROBIOLOGY,598
5285,5414,BLOOD CULTURE MICROBIOLOGY,223
5286,5415,CEREBROSPINAL FLUID MICROBIOLOGY,688
5287,5416,RESPIRATORY MICROBIOLOGY,548
5288,5417,BLOOD CULTURE MICROBIOLOGY,233
5289,5418,MULTI-RESISTANT ORGANISM SCREEN,276
5290,5419,MULTI-RESISTANT ORGANISM SCREEN,275
5291,5420,RESPIRATORY MICROBIOLOGY,479
